[132, ':DM_hits Gene/Pro: ENSDARG00000a69463_48 Length:703 ---#hits =134 R: 3 NR: 12 ENSDARP00000091900']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_109 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_108 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_103 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_102 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_101 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_100 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_95 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_94 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_93 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_92 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_91 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_90 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_9 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_89 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_88 Length:313 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_87 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_86 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_85 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_84 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_83 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_82 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_81 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_80 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_8 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_79 Length:312 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_78 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_71 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_70 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_7 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_69 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_68 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_67 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_66 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_65 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_64 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_63 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_62 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_61 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_60 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_6 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_59 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_58 Length:311 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_57 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_56 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_55 Length:311 ---#hits =2 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_54 Length:311 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_47 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_46 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_45 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_44 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_43 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_42 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_41 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_40 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_39 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_38 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_37 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_36 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_35 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_34 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_33 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_32 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_31 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_30 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_23 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_22 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_21 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_20 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_19 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_18 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_16 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_15 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_143 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_142 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_141 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_140 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_14 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_139 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_138 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_137 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_136 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_135 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_134 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_133 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_132 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_131 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_130 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_13 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_129 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_128 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_127 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_126 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_12 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_119 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_118 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_117 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_116 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_115 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_114 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_113 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_112 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_111 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_110 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_11 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_109 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_108 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_107 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_106 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_105 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_104 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_103 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_102 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000079296_10 Length:311 ---#hits =4 R: 12 NR: 11 ENSDARP00000116629']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_9 Length:1013 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_8 Length:1002 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_3 Length:1029 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_27 Length:1013 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_26 Length:1004 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_25 Length:1013 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_24 Length:1001 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_2 Length:1076 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_19 Length:1001 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_18 Length:1002 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_17 Length:998 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_16 Length:1002 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_11 Length:1013 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_10 Length:1002 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_1 Length:1029 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000078964_0 Length:1076 ---#hits =1 R: 12 NR: 11 ENSDARP00000142746']
[1, ':DM_hits Gene/Pro: ENSDARG00000077737_0 Length:521 ---#hits =1 R: 12 NR: 11 ENSDARP00000117314']
[1, ':DM_hits Gene/Pro: ENSDARG00000076439_1 Length:312 ---#hits =1 R: 6 NR: 11 ENSDARP00000103385']
[1, ':DM_hits Gene/Pro: ENSDARG00000076439_0 Length:312 ---#hits =1 R: 6 NR: 11 ENSDARP00000103385']
[1, ':DM_hits Gene/Pro: ENSDARG00000075752_3 Length:2840 ---#hits =1 R: 11 NR: 12 ENSDARP00000118849']
[1, ':DM_hits Gene/Pro: ENSDARG00000075752_2 Length:2840 ---#hits =1 R: 11 NR: 12 ENSDARP00000118849']
[1, ':DM_hits Gene/Pro: ENSDARG00000075752_1 Length:2876 ---#hits =1 R: 11 NR: 12 ENSDARP00000118849']
[1, ':DM_hits Gene/Pro: ENSDARG00000075752_0 Length:2833 ---#hits =1 R: 11 NR: 12 ENSDARP00000118849']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_9 Length:2011 ---#hits =16 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_8 Length:2013 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_7 Length:2012 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_6 Length:2011 ---#hits =16 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_5 Length:2014 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_4 Length:2010 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_3 Length:2008 ---#hits =14 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_2 Length:2013 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_11 Length:2014 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_10 Length:2003 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_1 Length:2010 ---#hits =13 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075687_0 Length:2008 ---#hits =14 R: 12 NR: 11 ENSDARP00000117330']
[1, ':DM_hits Gene/Pro: ENSDARG00000075083_3 Length:4659 ---#hits =1 R: 12 NR: 12 ENSDARP00000051678']
[1, ':DM_hits Gene/Pro: ENSDARG00000075083_1 Length:4657 ---#hits =1 R: 12 NR: 12 ENSDARP00000051678']
[1, ':DM_hits Gene/Pro: ENSDARG00000074118_62 Length:744 ---#hits =2 R: 7 NR: 11 ENSDARP00000061169']
[1, ':DM_hits Gene/Pro: ENSDARG00000074118_49 Length:742 ---#hits =2 R: 7 NR: 11 ENSDARP00000061169']
[1, ':DM_hits Gene/Pro: ENSDARG00000074118_43 Length:736 ---#hits =2 R: 7 NR: 11 ENSDARP00000061169']
[1, ':DM_hits Gene/Pro: ENSDARG00000074118_33 Length:735 ---#hits =2 R: 7 NR: 11 ENSDARP00000061169']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_9 Length:2110 ---#hits =2 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_8 Length:2128 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_5 Length:2110 ---#hits =2 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_3 Length:2104 ---#hits =2 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_23 Length:2134 ---#hits =2 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_21 Length:2115 ---#hits =2 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_2 Length:2109 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_18 Length:2130 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000069934_17 Length:2142 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[1, ':DM_hits Gene/Pro: ENSDARG00000062550_1 Length:1208 ---#hits =3 R: 10 NR: 10 ENSDARP00000120858']
[1, ':DM_hits Gene/Pro: ENSDARG00000062550_0 Length:1210 ---#hits =3 R: 10 NR: 10 ENSDARP00000120858']
[1, ':DM_hits Gene/Pro: ENSDARG00000060900_1 Length:490 ---#hits =1 R: 12 NR: 12 ENSDARP00000080722']
[1, ':DM_hits Gene/Pro: ENSDARG00000059768_2 Length:1720 ---#hits =1 R: 12 NR: 12 ENSDARP00000125720']
[1, ':DM_hits Gene/Pro: ENSDARG00000059768_0 Length:1730 ---#hits =1 R: 12 NR: 12 ENSDARP00000125720']
[1, ':DM_hits Gene/Pro: ENSDARG00000058666_11 Length:557 ---#hits =1 R: 11 NR: 11 ENSDARP00000122307']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_99 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_98 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_97 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_96 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_95 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_94 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_93 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_92 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_91 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_90 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_89 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_88 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_87 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_86 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_85 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_84 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_83 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_82 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_81 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_80 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_69 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_68 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_67 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_66 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_65 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_64 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_63 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_62 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_61 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_60 Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_59 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_58 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_57 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_56 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_55 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_54 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_53 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
[1, ':DM_hits Gene/Pro: ENSDARG00000056160_52 Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057']
