:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
ENSDARP00000091900 656  359-670
ENSDARP00000091900 660  359-670
ENSDARP00000091900 663  359-670
:ENSDARG00000a69463_18.txt  ---total Length:705 ---#hits =124 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 14  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
ENSDARP00000091900 52  2-105
ENSDARP00000091900 54  2-105
ENSDARP00000091900 56  2-105
ENSDARP00000091900 69  2-105
ENSDARP00000091900 73  2-105
ENSDARP00000091900 78  2-105
ENSDARP00000091900 82  2-105
ENSDARP00000091900 83  2-105
ENSDARP00000091900 105  1-670
ENSDARP00000091900 112  1-670
ENSDARP00000091900 114  1-670
ENSDARP00000091900 127  1-670
ENSDARP00000091900 138  1-670
ENSDARP00000091900 178  1-670
ENSDARP00000091900 181  1-670
ENSDARP00000091900 183  1-670
ENSDARP00000091900 185  1-670
ENSDARP00000091900 192  1-670
ENSDARP00000091900 198  1-670
ENSDARP00000091900 202  1-670
ENSDARP00000091900 209  1-670
ENSDARP00000091900 211  1-670
ENSDARP00000091900 216  1-670
ENSDARP00000091900 219  1-670
ENSDARP00000091900 222  1-670
ENSDARP00000091900 225  1-670
ENSDARP00000091900 226  1-670
ENSDARP00000091900 230  1-670
ENSDARP00000091900 236  1-670
ENSDARP00000091900 240  1-670
ENSDARP00000091900 241  1-670
ENSDARP00000091900 252  246-358
ENSDARP00000091900 254  246-358
ENSDARP00000091900 261  246-358
ENSDARP00000091900 271  246-358
ENSDARP00000091900 274  246-358
ENSDARP00000091900 276  246-358
ENSDARP00000091900 281  246-358
ENSDARP00000091900 285  246-358
ENSDARP00000091900 286  246-358
ENSDARP00000091900 288  246-358
ENSDARP00000091900 293  246-358
ENSDARP00000091900 294  246-358
ENSDARP00000091900 359  1-670
ENSDARP00000091900 360  359-670
ENSDARP00000091900 365  359-670
ENSDARP00000091900 368  359-670
ENSDARP00000091900 384  359-670
ENSDARP00000091900 388  359-670
ENSDARP00000091900 390  359-670
ENSDARP00000091900 394  359-670
ENSDARP00000091900 397  359-670
ENSDARP00000091900 407  359-670
ENSDARP00000091900 411  359-670
ENSDARP00000091900 415  359-670
ENSDARP00000091900 417  359-670
ENSDARP00000091900 420  359-670
ENSDARP00000091900 421  359-670
ENSDARP00000091900 440  359-670
ENSDARP00000091900 442  359-670
ENSDARP00000091900 454  359-670
ENSDARP00000091900 455  359-670
ENSDARP00000091900 464  359-670
ENSDARP00000091900 465  359-670
ENSDARP00000091900 471  359-670
ENSDARP00000091900 472  359-670
ENSDARP00000091900 473  359-670
ENSDARP00000091900 474  359-670
ENSDARP00000091900 481  359-670
ENSDARP00000091900 486  359-670
ENSDARP00000091900 491  359-670
ENSDARP00000091900 492  359-670
ENSDARP00000091900 497  359-670
ENSDARP00000091900 500  359-670
ENSDARP00000091900 503  359-670
ENSDARP00000091900 505  359-670
ENSDARP00000091900 508  359-670
ENSDARP00000091900 515  359-670
ENSDARP00000091900 523  359-670
ENSDARP00000091900 540  359-670
ENSDARP00000091900 542  359-670
ENSDARP00000091900 546  359-670
ENSDARP00000091900 548  359-670
ENSDARP00000091900 554  359-670
ENSDARP00000091900 556  359-670
ENSDARP00000091900 558  359-670
ENSDARP00000091900 565  359-670
ENSDARP00000091900 568  359-670
ENSDARP00000091900 569  359-670
ENSDARP00000091900 572  359-670
ENSDARP00000091900 586  359-670
ENSDARP00000091900 589  359-670
ENSDARP00000091900 592  359-670
ENSDARP00000091900 598  359-670
ENSDARP00000091900 617  359-670
ENSDARP00000091900 621  359-670
ENSDARP00000091900 626  359-670
ENSDARP00000091900 630  359-670
ENSDARP00000091900 641  359-670
ENSDARP00000091900 645  359-670
ENSDARP00000091900 646  359-670
ENSDARP00000091900 651  359-670
ENSDARP00000091900 654  359-670
ENSDARP00000091900 658  359-670
ENSDARP00000091900 662  359-670
ENSDARP00000091900 665  359-670
:ENSDARG00000a69463_19.txt  ---total Length:705 ---#hits =119 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 14  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
ENSDARP00000091900 52  2-105
ENSDARP00000091900 56  2-105
ENSDARP00000091900 69  2-105
ENSDARP00000091900 73  2-105
ENSDARP00000091900 76  2-105
ENSDARP00000091900 78  2-105
ENSDARP00000091900 82  2-105
ENSDARP00000091900 83  2-105
ENSDARP00000091900 105  1-670
ENSDARP00000091900 112  1-670
ENSDARP00000091900 114  1-670
ENSDARP00000091900 127  1-670
ENSDARP00000091900 138  1-670
ENSDARP00000091900 178  1-670
ENSDARP00000091900 181  1-670
ENSDARP00000091900 183  1-670
ENSDARP00000091900 185  1-670
ENSDARP00000091900 192  1-670
ENSDARP00000091900 198  1-670
ENSDARP00000091900 202  1-670
ENSDARP00000091900 209  1-670
ENSDARP00000091900 211  1-670
ENSDARP00000091900 216  1-670
ENSDARP00000091900 219  1-670
ENSDARP00000091900 222  1-670
ENSDARP00000091900 225  1-670
ENSDARP00000091900 226  1-670
ENSDARP00000091900 230  1-670
ENSDARP00000091900 236  1-670
ENSDARP00000091900 240  1-670
ENSDARP00000091900 241  1-670
ENSDARP00000091900 252  246-358
ENSDARP00000091900 254  246-358
ENSDARP00000091900 261  246-358
ENSDARP00000091900 271  246-358
ENSDARP00000091900 274  246-358
ENSDARP00000091900 276  246-358
ENSDARP00000091900 281  246-358
ENSDARP00000091900 285  246-358
ENSDARP00000091900 286  246-358
ENSDARP00000091900 288  246-358
ENSDARP00000091900 293  246-358
ENSDARP00000091900 294  246-358
ENSDARP00000091900 359  1-670
ENSDARP00000091900 360  359-670
ENSDARP00000091900 365  359-670
ENSDARP00000091900 368  359-670
ENSDARP00000091900 384  359-670
ENSDARP00000091900 388  359-670
ENSDARP00000091900 390  359-670
ENSDARP00000091900 394  359-670
ENSDARP00000091900 397  359-670
ENSDARP00000091900 407  359-670
ENSDARP00000091900 411  359-670
ENSDARP00000091900 415  359-670
ENSDARP00000091900 417  359-670
ENSDARP00000091900 420  359-670
ENSDARP00000091900 421  359-670
ENSDARP00000091900 464  359-670
ENSDARP00000091900 465  359-670
ENSDARP00000091900 471  359-670
ENSDARP00000091900 472  359-670
ENSDARP00000091900 473  359-670
ENSDARP00000091900 474  359-670
ENSDARP00000091900 481  359-670
ENSDARP00000091900 486  359-670
ENSDARP00000091900 491  359-670
ENSDARP00000091900 492  359-670
ENSDARP00000091900 497  359-670
ENSDARP00000091900 500  359-670
ENSDARP00000091900 503  359-670
ENSDARP00000091900 505  359-670
ENSDARP00000091900 508  359-670
ENSDARP00000091900 515  359-670
ENSDARP00000091900 523  359-670
ENSDARP00000091900 540  359-670
ENSDARP00000091900 542  359-670
ENSDARP00000091900 546  359-670
ENSDARP00000091900 548  359-670
ENSDARP00000091900 554  359-670
ENSDARP00000091900 556  359-670
ENSDARP00000091900 558  359-670
ENSDARP00000091900 565  359-670
ENSDARP00000091900 568  359-670
ENSDARP00000091900 569  359-670
ENSDARP00000091900 572  359-670
ENSDARP00000091900 586  359-670
ENSDARP00000091900 589  359-670
ENSDARP00000091900 592  359-670
ENSDARP00000091900 598  359-670
ENSDARP00000091900 617  359-670
ENSDARP00000091900 621  359-670
ENSDARP00000091900 626  359-670
ENSDARP00000091900 630  359-670
ENSDARP00000091900 641  359-670
ENSDARP00000091900 645  359-670
ENSDARP00000091900 646  359-670
ENSDARP00000091900 651  359-670
ENSDARP00000091900 654  359-670
ENSDARP00000091900 658  359-670
ENSDARP00000091900 662  359-670
ENSDARP00000091900 665  359-670
:ENSDARG00000a69463_2.txt  ---total Length:705 ---#hits =123 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 14  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
ENSDARP00000091900 52  2-105
ENSDARP00000091900 56  2-105
ENSDARP00000091900 69  2-105
ENSDARP00000091900 73  2-105
ENSDARP00000091900 78  2-105
ENSDARP00000091900 82  2-105
ENSDARP00000091900 83  2-105
ENSDARP00000091900 105  1-670
ENSDARP00000091900 112  1-670
ENSDARP00000091900 114  1-670
ENSDARP00000091900 127  1-670
ENSDARP00000091900 138  1-670
ENSDARP00000091900 178  1-670
ENSDARP00000091900 181  1-670
ENSDARP00000091900 183  1-670
ENSDARP00000091900 185  1-670
ENSDARP00000091900 192  1-670
ENSDARP00000091900 198  1-670
ENSDARP00000091900 202  1-670
ENSDARP00000091900 209  1-670
ENSDARP00000091900 211  1-670
ENSDARP00000091900 216  1-670
ENSDARP00000091900 219  1-670
ENSDARP00000091900 222  1-670
ENSDARP00000091900 225  1-670
ENSDARP00000091900 226  1-670
ENSDARP00000091900 230  1-670
ENSDARP00000091900 236  1-670
ENSDARP00000091900 240  1-670
ENSDARP00000091900 241  1-670
ENSDARP00000091900 252  246-358
ENSDARP00000091900 254  246-358
ENSDARP00000091900 261  246-358
ENSDARP00000091900 271  246-358
ENSDARP00000091900 274  246-358
ENSDARP00000091900 276  246-358
ENSDARP00000091900 281  246-358
ENSDARP00000091900 285  246-358
ENSDARP00000091900 286  246-358
ENSDARP00000091900 288  246-358
ENSDARP00000091900 293  246-358
ENSDARP00000091900 294  246-358
ENSDARP00000091900 359  1-670
ENSDARP00000091900 360  359-670
ENSDARP00000091900 365  359-670
ENSDARP00000091900 368  359-670
ENSDARP00000091900 384  359-670
ENSDARP00000091900 388  359-670
ENSDARP00000091900 390  359-670
ENSDARP00000091900 394  359-670
ENSDARP00000091900 397  359-670
ENSDARP00000091900 407  359-670
ENSDARP00000091900 411  359-670
ENSDARP00000091900 415  359-670
ENSDARP00000091900 417  359-670
ENSDARP00000091900 420  359-670
ENSDARP00000091900 421  359-670
ENSDARP00000091900 440  359-670
ENSDARP00000091900 442  359-670
ENSDARP00000091900 454  359-670
ENSDARP00000091900 455  359-670
ENSDARP00000091900 464  359-670
ENSDARP00000091900 465  359-670
ENSDARP00000091900 471  359-670
ENSDARP00000091900 472  359-670
ENSDARP00000091900 473  359-670
ENSDARP00000091900 474  359-670
ENSDARP00000091900 481  359-670
ENSDARP00000091900 486  359-670
ENSDARP00000091900 491  359-670
ENSDARP00000091900 492  359-670
ENSDARP00000091900 497  359-670
ENSDARP00000091900 500  359-670
ENSDARP00000091900 503  359-670
ENSDARP00000091900 505  359-670
ENSDARP00000091900 508  359-670
ENSDARP00000091900 515  359-670
ENSDARP00000091900 523  359-670
ENSDARP00000091900 540  359-670
ENSDARP00000091900 542  359-670
ENSDARP00000091900 546  359-670
ENSDARP00000091900 548  359-670
ENSDARP00000091900 554  359-670
ENSDARP00000091900 556  359-670
ENSDARP00000091900 558  359-670
ENSDARP00000091900 568  359-670
ENSDARP00000091900 569  359-670
ENSDARP00000091900 572  359-670
ENSDARP00000091900 586  359-670
ENSDARP00000091900 589  359-670
ENSDARP00000091900 592  359-670
ENSDARP00000091900 598  359-670
ENSDARP00000091900 616  359-670
ENSDARP00000091900 617  359-670
ENSDARP00000091900 621  359-670
ENSDARP00000091900 626  359-670
ENSDARP00000091900 630  359-670
ENSDARP00000091900 641  359-670
ENSDARP00000091900 645  359-670
ENSDARP00000091900 646  359-670
ENSDARP00000091900 651  359-670
ENSDARP00000091900 654  359-670
ENSDARP00000091900 658  359-670
ENSDARP00000091900 662  359-670
ENSDARP00000091900 665  359-670
:ENSDARG00000a69463_20.txt  ---total Length:701 ---#hits =122 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 37  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
ENSDARP00000091900 52  2-105
ENSDARP00000091900 54  2-105
ENSDARP00000091900 56  2-105
ENSDARP00000091900 69  2-105
ENSDARP00000091900 73  2-105
ENSDARP00000091900 78  2-105
ENSDARP00000091900 82  2-105
ENSDARP00000091900 83  2-105
ENSDARP00000091900 84  2-105
ENSDARP00000091900 105  1-670
ENSDARP00000091900 112  1-670
ENSDARP00000091900 114  1-670
ENSDARP00000091900 127  1-670
ENSDARP00000091900 138  1-670
ENSDARP00000091900 178  1-670
ENSDARP00000091900 181  1-670
ENSDARP00000091900 183  1-670
ENSDARP00000091900 185  1-670
ENSDARP00000091900 192  1-670
ENSDARP00000091900 198  1-670
ENSDARP00000091900 202  1-670
ENSDARP00000091900 209  1-670
ENSDARP00000091900 211  1-670
ENSDARP00000091900 216  1-670
ENSDARP00000091900 219  1-670
ENSDARP00000091900 222  1-670
ENSDARP00000091900 225  1-670
ENSDARP00000091900 226  1-670
ENSDARP00000091900 230  1-670
ENSDARP00000091900 236  1-670
ENSDARP00000091900 240  1-670
ENSDARP00000091900 241  1-670
ENSDARP00000091900 248  246-358
ENSDARP00000091900 250  246-358
ENSDARP00000091900 257  246-358
ENSDARP00000091900 267  246-358
ENSDARP00000091900 270  246-358
ENSDARP00000091900 272  246-358
ENSDARP00000091900 277  246-358
ENSDARP00000091900 281  246-358
ENSDARP00000091900 282  246-358
ENSDARP00000091900 284  246-358
ENSDARP00000091900 289  246-358
ENSDARP00000091900 290  246-358
ENSDARP00000091900 355  246-358
ENSDARP00000091900 357  246-358
ENSDARP00000091900 361  359-670
ENSDARP00000091900 364  359-670
ENSDARP00000091900 380  359-670
ENSDARP00000091900 384  359-670
ENSDARP00000091900 386  359-670
ENSDARP00000091900 393  359-670
ENSDARP00000091900 403  359-670
ENSDARP00000091900 407  359-670
ENSDARP00000091900 411  359-670
ENSDARP00000091900 413  359-670
ENSDARP00000091900 416  359-670
ENSDARP00000091900 417  359-670
ENSDARP00000091900 438  359-670
ENSDARP00000091900 440  359-670
ENSDARP00000091900 452  359-670
ENSDARP00000091900 453  359-670
ENSDARP00000091900 462  359-670
ENSDARP00000091900 463  359-670
ENSDARP00000091900 469  359-670
ENSDARP00000091900 470  359-670
ENSDARP00000091900 471  359-670
ENSDARP00000091900 472  359-670
ENSDARP00000091900 479  359-670
ENSDARP00000091900 484  359-670
ENSDARP00000091900 489  359-670
ENSDARP00000091900 490  359-670
ENSDARP00000091900 495  359-670
ENSDARP00000091900 498  359-670
ENSDARP00000091900 501  359-670
ENSDARP00000091900 503  359-670
ENSDARP00000091900 506  359-670
ENSDARP00000091900 511  359-670
ENSDARP00000091900 519  359-670
ENSDARP00000091900 536  359-670
ENSDARP00000091900 538  359-670
ENSDARP00000091900 542  359-670
ENSDARP00000091900 544  359-670
ENSDARP00000091900 550  359-670
ENSDARP00000091900 552  359-670
ENSDARP00000091900 554  359-670
ENSDARP00000091900 564  359-670
ENSDARP00000091900 565  359-670
ENSDARP00000091900 568  359-670
ENSDARP00000091900 582  359-670
ENSDARP00000091900 585  359-670
ENSDARP00000091900 588  359-670
ENSDARP00000091900 594  359-670
ENSDARP00000091900 617  359-670
ENSDARP00000091900 622  359-670
ENSDARP00000091900 626  359-670
ENSDARP00000091900 637  359-670
ENSDARP00000091900 641  359-670
ENSDARP00000091900 642  359-670
ENSDARP00000091900 647  359-670
ENSDARP00000091900 650  359-670
ENSDARP00000091900 654  359-670
ENSDARP00000091900 658  359-670
ENSDARP00000091900 661  359-670
:ENSDARG00000a69463_21.txt  ---total Length:701 ---#hits =117 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 37  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
ENSDARP00000091900 52  2-105
ENSDARP00000091900 56  2-105
ENSDARP00000091900 69  2-105
ENSDARP00000091900 73  2-105
ENSDARP00000091900 76  2-105
ENSDARP00000091900 78  2-105
ENSDARP00000091900 82  2-105
ENSDARP00000091900 83  2-105
ENSDARP00000091900 84  2-105
ENSDARP00000091900 105  1-670
ENSDARP00000091900 112  1-670
ENSDARP00000091900 114  1-670
ENSDARP00000091900 127  1-670
ENSDARP00000091900 138  1-670
ENSDARP00000091900 178  1-670
ENSDARP00000091900 181  1-670
ENSDARP00000091900 183  1-670
ENSDARP00000091900 185  1-670
ENSDARP00000091900 192  1-670
ENSDARP00000091900 198  1-670
ENSDARP00000091900 202  1-670
ENSDARP00000091900 209  1-670
ENSDARP00000091900 211  1-670
ENSDARP00000091900 216  1-670
ENSDARP00000091900 219  1-670
ENSDARP00000091900 222  1-670
ENSDARP00000091900 225  1-670
ENSDARP00000091900 226  1-670
ENSDARP00000091900 230  1-670
ENSDARP00000091900 236  1-670
ENSDARP00000091900 240  1-670
ENSDARP00000091900 241  1-670
ENSDARP00000091900 248  246-358
ENSDARP00000091900 250  246-358
ENSDARP00000091900 257  246-358
ENSDARP00000091900 267  246-358
ENSDARP00000091900 270  246-358
ENSDARP00000091900 272  246-358
ENSDARP00000091900 277  246-358
ENSDARP00000091900 281  246-358
ENSDARP00000091900 282  246-358
ENSDARP00000091900 284  246-358
ENSDARP00000091900 289  246-358
ENSDARP00000091900 290  246-358
ENSDARP00000091900 355  246-358
ENSDARP00000091900 356  246-358
ENSDARP00000091900 361  359-670
ENSDARP00000091900 364  359-670
ENSDARP00000091900 380  359-670
ENSDARP00000091900 384  359-670
ENSDARP00000091900 386  359-670
ENSDARP00000091900 393  359-670
ENSDARP00000091900 403  359-670
ENSDARP00000091900 407  359-670
ENSDARP00000091900 411  359-670
ENSDARP00000091900 413  359-670
ENSDARP00000091900 416  359-670
ENSDARP00000091900 417  359-670
ENSDARP00000091900 462  359-670
ENSDARP00000091900 463  359-670
ENSDARP00000091900 469  359-670
ENSDARP00000091900 470  359-670
ENSDARP00000091900 471  359-670
ENSDARP00000091900 472  359-670
ENSDARP00000091900 479  359-670
ENSDARP00000091900 484  359-670
ENSDARP00000091900 489  359-670
ENSDARP00000091900 490  359-670
ENSDARP00000091900 495  359-670
ENSDARP00000091900 498  359-670
ENSDARP00000091900 501  359-670
ENSDARP00000091900 503  359-670
ENSDARP00000091900 506  359-670
ENSDARP00000091900 511  359-670
ENSDARP00000091900 519  359-670
ENSDARP00000091900 536  359-670
ENSDARP00000091900 538  359-670
ENSDARP00000091900 542  359-670
ENSDARP00000091900 544  359-670
ENSDARP00000091900 550  359-670
ENSDARP00000091900 552  359-670
ENSDARP00000091900 554  359-670
ENSDARP00000091900 564  359-670
ENSDARP00000091900 565  359-670
ENSDARP00000091900 568  359-670
ENSDARP00000091900 582  359-670
ENSDARP00000091900 585  359-670
ENSDARP00000091900 588  359-670
ENSDARP00000091900 594  359-670
ENSDARP00000091900 617  359-670
ENSDARP00000091900 622  359-670
ENSDARP00000091900 626  359-670
ENSDARP00000091900 637  359-670
ENSDARP00000091900 641  359-670
ENSDARP00000091900 642  359-670
ENSDARP00000091900 647  359-670
ENSDARP00000091900 650  359-670
ENSDARP00000091900 654  359-670
ENSDARP00000091900 658  359-670
ENSDARP00000091900 661  359-670
:ENSDARG00000a69463_22.txt  ---total Length:703 ---#hits =124 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 14  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
