:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
ENSDARP00000030050 138  125-203
ENSDARP00000030050 140  125-203
ENSDARP00000030050 141  125-203
ENSDARP00000030050 144  125-203
ENSDARP00000030050 145  125-203
ENSDARP00000030050 147  125-203
ENSDARP00000030050 148  125-203
ENSDARP00000030050 149  125-203
ENSDARP00000030050 150  125-203
ENSDARP00000030050 151  125-203
ENSDARP00000030050 152  125-203
ENSDARP00000030050 153  125-203
ENSDARP00000030050 154  125-203
ENSDARP00000030050 155  125-203
ENSDARP00000030050 156  125-203
ENSDARP00000030050 157  125-203
ENSDARP00000030050 158  125-203
ENSDARP00000030050 159  125-203
ENSDARP00000030050 160  125-203
ENSDARP00000030050 161  125-203
ENSDARP00000030050 162  125-203
ENSDARP00000030050 163  125-203
ENSDARP00000030050 164  125-203
ENSDARP00000030050 165  125-203
ENSDARP00000030050 166  125-203
ENSDARP00000030050 167  125-203
ENSDARP00000030050 168  125-203
ENSDARP00000030050 169  125-203
ENSDARP00000030050 170  125-203
ENSDARP00000030050 171  125-203
ENSDARP00000030050 172  125-203
ENSDARP00000030050 173  125-203
ENSDARP00000030050 174  125-203
ENSDARP00000030050 175  125-203
ENSDARP00000030050 176  125-203
ENSDARP00000030050 177  125-203
ENSDARP00000030050 178  125-203
ENSDARP00000030050 179  125-203
ENSDARP00000030050 180  125-203
ENSDARP00000030050 181  125-203
ENSDARP00000030050 182  125-203
ENSDARP00000030050 183  125-203
ENSDARP00000030050 184  125-203
ENSDARP00000030050 185  125-203
ENSDARP00000030050 186  125-203
ENSDARP00000030050 187  125-203
ENSDARP00000030050 188  125-203
ENSDARP00000030050 189  125-203
ENSDARP00000030050 194  125-203
ENSDARP00000030050 195  125-203
ENSDARP00000030050 196  125-203
ENSDARP00000030050 198  125-203
ENSDARP00000030050 199  125-203
ENSDARP00000030050 200  125-203
ENSDARP00000030050 201  125-203
ENSDARP00000030050 202  125-203
ENSDARP00000030050 203  8-614
ENSDARP00000030050 204  8-614
ENSDARP00000030050 205  204-232
ENSDARP00000030050 206  204-232
ENSDARP00000030050 207  204-232
ENSDARP00000030050 208  204-232
ENSDARP00000030050 209  204-232
ENSDARP00000030050 210  204-232
ENSDARP00000030050 211  204-232
ENSDARP00000030050 212  204-232
ENSDARP00000030050 214  204-232
ENSDARP00000030050 216  204-232
ENSDARP00000030050 217  204-232
ENSDARP00000030050 218  204-232
ENSDARP00000030050 219  204-232
ENSDARP00000030050 220  204-232
ENSDARP00000030050 221  204-232
ENSDARP00000030050 222  204-232
ENSDARP00000030050 224  204-232
ENSDARP00000030050 225  204-232
ENSDARP00000030050 226  204-232
ENSDARP00000030050 227  204-232
ENSDARP00000030050 228  204-232
ENSDARP00000030050 229  204-232
ENSDARP00000030050 230  204-232
ENSDARP00000030050 231  204-232
ENSDARP00000030050 232  8-614
ENSDARP00000030050 233  8-614
ENSDARP00000030050 234  233-312
ENSDARP00000030050 235  233-312
ENSDARP00000030050 236  233-312
ENSDARP00000030050 237  233-312
ENSDARP00000030050 238  233-312
ENSDARP00000030050 239  233-312
ENSDARP00000030050 240  233-312
ENSDARP00000030050 241  233-312
ENSDARP00000030050 242  233-312
ENSDARP00000030050 245  233-312
ENSDARP00000030050 246  233-312
ENSDARP00000030050 247  233-312
ENSDARP00000030050 248  233-312
ENSDARP00000030050 249  233-312
ENSDARP00000030050 250  233-312
ENSDARP00000030050 252  233-312
ENSDARP00000030050 253  233-312
ENSDARP00000030050 254  233-312
ENSDARP00000030050 255  233-312
ENSDARP00000030050 256  233-312
ENSDARP00000030050 259  233-312
ENSDARP00000030050 260  233-312
ENSDARP00000030050 261  233-312
ENSDARP00000030050 262  233-312
ENSDARP00000030050 263  233-312
ENSDARP00000030050 264  233-312
ENSDARP00000030050 265  233-312
ENSDARP00000030050 266  233-312
ENSDARP00000030050 267  233-312
ENSDARP00000030050 268  233-312
ENSDARP00000030050 269  233-312
ENSDARP00000030050 270  233-312
ENSDARP00000030050 271  233-312
ENSDARP00000030050 272  233-312
ENSDARP00000030050 273  233-312
ENSDARP00000030050 274  233-312
ENSDARP00000030050 275  233-312
ENSDARP00000030050 276  233-312
ENSDARP00000030050 277  233-312
ENSDARP00000030050 278  233-312
ENSDARP00000030050 279  233-312
ENSDARP00000030050 281  233-312
ENSDARP00000030050 282  233-312
ENSDARP00000030050 283  233-312
ENSDARP00000030050 284  233-312
ENSDARP00000030050 285  233-312
ENSDARP00000030050 286  233-312
ENSDARP00000030050 287  233-312
ENSDARP00000030050 288  233-312
ENSDARP00000030050 289  233-312
ENSDARP00000030050 291  233-312
ENSDARP00000030050 292  233-312
ENSDARP00000030050 293  233-312
ENSDARP00000030050 294  233-312
ENSDARP00000030050 295  233-312
ENSDARP00000030050 296  233-312
ENSDARP00000030050 297  233-312
ENSDARP00000030050 298  233-312
ENSDARP00000030050 299  233-312
ENSDARP00000030050 300  233-312
ENSDARP00000030050 301  233-312
ENSDARP00000030050 302  233-312
ENSDARP00000030050 303  233-312
ENSDARP00000030050 304  233-312
ENSDARP00000030050 305  233-312
ENSDARP00000030050 306  233-312
ENSDARP00000030050 310  233-312
ENSDARP00000030050 311  233-312
ENSDARP00000030050 312  8-614
ENSDARP00000030050 313  8-614
ENSDARP00000030050 315  8-614
ENSDARP00000030050 316  8-614
ENSDARP00000030050 318  8-614
ENSDARP00000030050 319  318-361
ENSDARP00000030050 320  318-361
ENSDARP00000030050 321  318-361
ENSDARP00000030050 324  318-361
ENSDARP00000030050 325  318-361
ENSDARP00000030050 326  318-361
ENSDARP00000030050 327  318-361
ENSDARP00000030050 329  318-361
ENSDARP00000030050 330  318-361
ENSDARP00000030050 332  318-361
ENSDARP00000030050 333  318-361
ENSDARP00000030050 336  318-361
ENSDARP00000030050 337  318-361
ENSDARP00000030050 338  318-361
ENSDARP00000030050 339  318-361
ENSDARP00000030050 340  318-361
ENSDARP00000030050 341  318-361
ENSDARP00000030050 342  318-361
ENSDARP00000030050 343  318-361
ENSDARP00000030050 344  318-361
ENSDARP00000030050 345  318-361
ENSDARP00000030050 346  318-361
ENSDARP00000030050 349  318-361
ENSDARP00000030050 350  318-361
ENSDARP00000030050 351  318-361
ENSDARP00000030050 352  318-361
ENSDARP00000030050 353  318-361
ENSDARP00000030050 354  318-361
ENSDARP00000030050 355  318-361
ENSDARP00000030050 356  318-361
ENSDARP00000030050 357  318-361
ENSDARP00000030050 358  318-361
ENSDARP00000030050 360  318-361
ENSDARP00000030050 361  8-614
ENSDARP00000030050 362  8-614
ENSDARP00000030050 363  8-614
ENSDARP00000030050 364  8-614
ENSDARP00000030050 365  8-614
ENSDARP00000030050 366  365-385
ENSDARP00000030050 367  365-385
ENSDARP00000030050 368  365-385
ENSDARP00000030050 369  365-385
ENSDARP00000030050 370  365-385
ENSDARP00000030050 371  365-385
ENSDARP00000030050 372  365-385
ENSDARP00000030050 373  365-385
ENSDARP00000030050 374  365-385
ENSDARP00000030050 375  365-385
ENSDARP00000030050 376  365-385
ENSDARP00000030050 377  365-385
ENSDARP00000030050 378  365-385
ENSDARP00000030050 379  365-385
ENSDARP00000030050 380  365-385
ENSDARP00000030050 381  365-385
ENSDARP00000030050 382  365-385
ENSDARP00000030050 384  365-385
ENSDARP00000030050 385  8-614
ENSDARP00000030050 387  8-614
ENSDARP00000030050 389  8-614
ENSDARP00000030050 390  8-614
ENSDARP00000030050 391  8-614
ENSDARP00000030050 392  8-614
ENSDARP00000030050 393  392-411
ENSDARP00000030050 394  392-411
ENSDARP00000030050 395  394-520
ENSDARP00000030050 396  394-520
ENSDARP00000030050 397  394-520
ENSDARP00000030050 398  394-520
ENSDARP00000030050 399  394-520
ENSDARP00000030050 400  394-520
ENSDARP00000030050 401  394-520
ENSDARP00000030050 402  394-520
ENSDARP00000030050 403  394-520
ENSDARP00000030050 404  394-520
ENSDARP00000030050 406  394-520
ENSDARP00000030050 407  394-520
ENSDARP00000030050 408  394-520
ENSDARP00000030050 409  394-520
ENSDARP00000030050 410  394-520
ENSDARP00000030050 411  394-520
ENSDARP00000030050 412  394-520
ENSDARP00000030050 413  394-520
ENSDARP00000030050 415  394-520
ENSDARP00000030050 416  394-520
ENSDARP00000030050 418  394-520
ENSDARP00000030050 419  394-520
ENSDARP00000030050 420  394-520
ENSDARP00000030050 421  394-520
ENSDARP00000030050 422  394-520
ENSDARP00000030050 423  394-520
ENSDARP00000030050 424  394-520
ENSDARP00000030050 425  394-520
ENSDARP00000030050 428  394-520
ENSDARP00000030050 430  394-520
ENSDARP00000030050 431  394-520
ENSDARP00000030050 432  394-520
ENSDARP00000030050 433  394-520
ENSDARP00000030050 435  394-520
ENSDARP00000030050 436  394-520
ENSDARP00000030050 437  394-520
ENSDARP00000030050 438  394-520
ENSDARP00000030050 439  394-520
ENSDARP00000030050 440  394-520
ENSDARP00000030050 441  394-520
ENSDARP00000030050 442  394-520
ENSDARP00000030050 443  394-520
ENSDARP00000030050 444  394-520
ENSDARP00000030050 446  394-520
ENSDARP00000030050 447  394-520
ENSDARP00000030050 448  394-520
ENSDARP00000030050 449  394-520
ENSDARP00000030050 450  394-520
ENSDARP00000030050 451  394-520
ENSDARP00000030050 452  394-520
ENSDARP00000030050 453  394-520
ENSDARP00000030050 454  394-520
ENSDARP00000030050 455  394-520
ENSDARP00000030050 456  394-520
ENSDARP00000030050 457  394-520
ENSDARP00000030050 458  394-520
ENSDARP00000030050 459  394-520
ENSDARP00000030050 460  394-520
ENSDARP00000030050 461  394-520
ENSDARP00000030050 463  394-520
ENSDARP00000030050 464  394-520
ENSDARP00000030050 465  394-520
ENSDARP00000030050 466  394-520
ENSDARP00000030050 467  394-520
ENSDARP00000030050 468  394-520
ENSDARP00000030050 469  394-520
ENSDARP00000030050 470  394-520
ENSDARP00000030050 471  394-520
ENSDARP00000030050 472  394-520
ENSDARP00000030050 473  394-520
ENSDARP00000030050 474  394-520
ENSDARP00000030050 475  394-520
ENSDARP00000030050 476  394-520
ENSDARP00000030050 477  394-520
ENSDARP00000030050 478  394-520
ENSDARP00000030050 479  394-520
ENSDARP00000030050 480  394-520
ENSDARP00000030050 481  394-520
ENSDARP00000030050 482  394-520
ENSDARP00000030050 483  394-520
ENSDARP00000030050 484  394-520
ENSDARP00000030050 485  394-520
ENSDARP00000030050 486  394-520
ENSDARP00000030050 487  394-520
ENSDARP00000030050 488  394-520
ENSDARP00000030050 489  394-520
ENSDARP00000030050 490  394-520
ENSDARP00000030050 491  394-520
ENSDARP00000030050 492  394-520
ENSDARP00000030050 494  394-520
ENSDARP00000030050 495  394-520
ENSDARP00000030050 496  394-520
ENSDARP00000030050 498  394-520
ENSDARP00000030050 499  394-520
ENSDARP00000030050 501  394-520
ENSDARP00000030050 502  394-520
ENSDARP00000030050 503  394-520
ENSDARP00000030050 504  394-520
ENSDARP00000030050 505  394-520
ENSDARP00000030050 506  394-520
ENSDARP00000030050 507  394-520
ENSDARP00000030050 508  394-520
ENSDARP00000030050 509  394-520
ENSDARP00000030050 510  394-520
ENSDARP00000030050 511  394-520
ENSDARP00000030050 512  394-520
ENSDARP00000030050 513  394-520
ENSDARP00000030050 514  394-520
ENSDARP00000030050 515  394-520
ENSDARP00000030050 516  394-520
ENSDARP00000030050 517  394-520
ENSDARP00000030050 518  394-520
ENSDARP00000030050 520  8-614
ENSDARP00000030050 522  521-623
ENSDARP00000030050 524  521-623
ENSDARP00000030050 527  521-623
ENSDARP00000030050 528  521-623
ENSDARP00000030050 529  521-623
ENSDARP00000030050 531  521-623
ENSDARP00000030050 534  521-623
ENSDARP00000030050 535  521-623
ENSDARP00000030050 536  521-623
ENSDARP00000030050 537  521-623
ENSDARP00000030050 540  521-623
ENSDARP00000030050 541  521-623
ENSDARP00000030050 542  521-623
ENSDARP00000030050 544  521-623
ENSDARP00000030050 545  521-623
ENSDARP00000030050 546  521-623
ENSDARP00000030050 547  521-623
ENSDARP00000030050 548  521-623
ENSDARP00000030050 549  521-623
ENSDARP00000030050 550  521-623
ENSDARP00000030050 551  521-623
ENSDARP00000030050 552  521-623
ENSDARP00000030050 555  521-623
ENSDARP00000030050 557  521-623
ENSDARP00000030050 559  521-623
ENSDARP00000030050 561  521-623
ENSDARP00000030050 563  521-623
ENSDARP00000030050 564  521-623
ENSDARP00000030050 565  521-623
ENSDARP00000030050 568  521-623
ENSDARP00000030050 570  521-623
ENSDARP00000030050 575  521-623
ENSDARP00000030050 576  521-623
ENSDARP00000030050 582  521-623
ENSDARP00000030050 583  521-623
ENSDARP00000030050 584  521-623
ENSDARP00000030050 586  521-623
ENSDARP00000030050 587  521-623
ENSDARP00000030050 588  521-623
ENSDARP00000030050 589  521-623
ENSDARP00000030050 591  521-623
ENSDARP00000030050 592  521-623
ENSDARP00000030050 593  521-623
ENSDARP00000030050 594  521-623
ENSDARP00000030050 596  521-623
ENSDARP00000030050 599  521-623
ENSDARP00000030050 600  521-623
ENSDARP00000030050 601  521-623
ENSDARP00000030050 602  521-623
ENSDARP00000030050 603  521-623
ENSDARP00000030050 605  521-623
ENSDARP00000030050 606  521-623
ENSDARP00000030050 607  521-623
ENSDARP00000030050 609  521-623
ENSDARP00000030050 611  521-623
ENSDARP00000030050 612  521-623
ENSDARP00000030050 613  521-623
ENSDARP00000030050 614  521-623
ENSDARP00000030050 615  521-623
ENSDARP00000030050 616  521-623
ENSDARP00000030050 617  521-623
ENSDARP00000030050 618  521-623
ENSDARP00000030050 620  521-623
ENSDARP00000030050 623  2-643
ENSDARP00000030050 624  2-643
ENSDARP00000030050 632  2-643
ENSDARP00000030050 633  2-643
ENSDARP00000030050 634  2-643
ENSDARP00000030050 636  2-643
ENSDARP00000030050 637  2-643
ENSDARP00000030050 638  2-643
ENSDARP00000030050 639  2-643
ENSDARP00000030050 640  639-643
ENSDARP00000030050 641  639-643
ENSDARP00000030050 642  639-643
:ENSDARG00000056160_150.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_151.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_152.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_153.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_154.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_155.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_156.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_157.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_158.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_159.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_160.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_161.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_162.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_163.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_164.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_165.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_166.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_167.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_168.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_169.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_180.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_181.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_182.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_183.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_184.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_185.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_186.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_187.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_188.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_189.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_190.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_191.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_192.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_193.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_194.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_195.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_196.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_197.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_198.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_199.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_50.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_51.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_52.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_53.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_54.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_55.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_56.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_57.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_58.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_59.txt  ---total Length:689 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 452  394-543
:ENSDARG00000056160_60.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
ENSDARP00000073057 451  394-543
:ENSDARG00000056160_61.txt  ---total Length:688 ---#hits =1 R: 12 NR: 11 ENSDARP00000073057
